original_id_x;date_created;resource_type;specific_resource_type;specific_type;post_type;stream_type;object_name;object_content;from_id;from_username;name;content;final_sentiment;from_display_picture;media_link;link;bio;reply_to_original_id;reply_to_user_id;retweet_from_original_id;retweet_from_user_id;identifikasi;original_id_y;content_y;link_y
"7,47E+18";09/02/2025 21.30.11;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"7,41E+18";sari.tarigan08;Sari Tarigan;"Puji Tuhan,, anakku baru lulus dari ipb..";positive ;;;https://www.tiktok.com/@sari.tarigan08/video/7468232376800300294;;"7,47E+18";;;;no-take-out;"7,47E+18";"POV: A birds-eye view of IPB University â˜€ï¸ From the skies, the dream looks even better than ever.  #IPBUniversity #IPBNesian #ayomasukipb  #droneshot  #fyp ";https://www.tiktok.com/@ipbuniversity/video/7468232376800300294
"7,48E+18";20/03/2025 07.34.23;social_media;tiktok;comment;talk;account;ipbuniversity;"6,89E+18";"6,70E+18";primillave;jennieethh~;"Pujii tuhann, thank youu IPB udah mau terima akuu ðŸ˜­ðŸ’™";positive ;;;https://www.tiktok.com/@primillave/video/7483076891075726598;;"7,48E+18";;;;no-take-out;"7,48E+18";"POV: my dream university has come true âœ¨ Halo Para Pejuang #KampusTerbaik! Gimana nih hasil pengumuman SNBP hari ini? Buat kamu yang sudah berhasil lolos, selamat yaa! Dan buat kamu yang belum berhasil, jangan berkecil hati, karena masih banyak jalur yang bisa kamu coba untuk menjadi bagian dari IPB University! #IPBUniversity #IPBNesian #SNBP2025 #fyp ";https://www.tiktok.com/@ipbuniversity/video/7483076891075726598
"1,92E+18";19/05/2025 17.08.05;social_media;twitter;status;talk;keyword;IPB;IPB;"1,50E+18";ManasyeErlangga;Angga;"Pulang dari Kimia IPB bertemu dengan dosen Kimia di BisKita dan langsung ngobrol banyak hal mulai dari industri, kurikulum di kampus, perkembangan AI serta teknologi, topik riset Kimia, sampai dinamika mahasiswa saat ini. Obrolan berharga di BisKita dan KRL yang isinya ilmu semua";neutral;https://pbs.twimg.com/profile_images/1918586673950228480/CMMKn82j_normal.jpg;;https://twitter.com/ManasyeErlangga/status/1924406698019786907;"Without God, we dont exist | Im just an ordinary person who likes to observe how nature works under the power of Gods hand | Chemistry Enthusiast";;;;;no-take-out;;;
"1,91E+18";21/04/2025 20.20.10;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"DILARANG KIRIM WTS, EVENT BERBAYAR, INFO KOS, DLL";punten cara terhubung ke wifi IPB GUEST gimana ya? https://t.co/ouMJq4IMot;neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;;https://twitter.com/ipb_menfess/status/1914308177408991414;No. 1 Autobase Mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS AND RULES CHECK LINKTREE https://t.co/YLyDte6Q4b;;;;;no-take-out;;;
"1,81E+18";18/07/2024 18.03.49;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"MF PINNED, NO DM";punten di ipb tuh ada merch ga sih?;neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;nan;https://twitter.com/ipb_menfess/status/1813892423904563597;Autobase mahasiswa IPB âœ¨ Check our 2nd acc: @ipb_fess â€¢ PP/MEDPART/PENGADUAN? reach us at @PengawasUTSðŸŒ» âš˜ TUTOR KIRIM MENFESS TERBARU (BlueSky-Telegram)ðŸ‘‡ðŸ»;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,92E+18";25/04/2025 11.35.05;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"DILARANG KIRIM WTS, EVENT BERBAYAR, INFO KOS, DLL";"punten kenapa ya bis IPB banyak yang berhenti, ga bisa diandalkan, hoki-hokian kalo pengen naik bis ijo itu, itu supirnya yang mager atau gimana ya";negative;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;;https://twitter.com/ipb_menfess/status/1915625588137525339;No. 1 Autobase Mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS AND RULES CHECK LINKTREE https://t.co/YLyDte6Q4b;;;;;no-take-out;;;
"1,90E+18";23/03/2025 18.40.05;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"DILARANG KIRIM WTS, EVENT BERBAYAR, INFO KOS, DLL";"punten klinik IPB dramaga besok bakal buka praktek ga ya, atau seluruh kegiatan kampus udah pada libur ya?";neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;;https://twitter.com/ipb_menfess/status/1903773743148675183;No. 1 Autobase Mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS AND RULES CHECK LINKTREE https://t.co/YLyDte6Q4b;;;;;no-take-out;;;
"1,81E+18";18/07/2024 01.27.37;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"MF PINNED, NO DM";Punten ni server ipb emg lg error apa gmn yaaaa??;negative;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;nan;https://twitter.com/ipb_menfess/status/1813641725602300180;Autobase mahasiswa IPB âœ¨ Check our 2nd acc: @ipb_fess â€¢ PP/MEDPART/PENGADUAN? reach us at @PengawasUTSðŸŒ» âš˜ TUTOR KIRIM MENFESS TERBARU (BlueSky-Telegram)ðŸ‘‡ðŸ»;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,93E+18";22/05/2025 15.30.11;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"DILARANG KIRIM WTS, EVENT BERBAYAR, INFO KOS, DLL";"punten wargi IPB, ini tuh faperta emang nggak ikutan IAC atau gimana yaaa? (bertanyadenganpenasaran) https://t.co/BM5nbjmLlL";neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;;https://twitter.com/ipb_menfess/status/1925469227130994865;No. 1 Autobase Mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS AND RULES CHECK LINKTREE https://t.co/YLyDte6Q4b;;;;;no-take-out;;;
"1,84E+18";05/10/2024 22.28.33;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;Draft IPB;"Punten, di poli ipb bisa cabut gigi ga? Bayar atau gratis?";neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;nan;https://twitter.com/ipb_menfess/status/1842587689046184120;Autobase mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS (BlueSky-Telegram/X-MenPage dan Xfess) CHECK LINKTREE ðŸ‘‡ðŸ»;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,83E+18";09/09/2024 15.35.08;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;Draft IPB;"Punten, info tempat las sekitar ipb dimana ya?";neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;nan;https://twitter.com/ipb_menfess/status/1833061564758532361;Autobase mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS (BlueSky-Telegram/X-MenPage dan Xfess) CHECK LINKTREE ðŸ‘‡ðŸ»;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,81E+18";21/07/2024 12.34.38;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"MF PINNED, NO DM";"Punten, maskot IPB plagiat maskot event lain";negative;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;nan;https://twitter.com/ipb_menfess/status/1814896749540184224;Autobase mahasiswa IPB âœ¨ Check our 2nd acc: @ipb_fess â€¢ PP/MEDPART/PENGADUAN? reach us at @PengawasUTSðŸŒ» âš˜ TUTOR KIRIM MENFESS TERBARU (BlueSky-Telegram)ðŸ‘‡ðŸ»;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,91E+18";17/04/2025 13.10.05;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;"DILARANG KIRIM WTS, EVENT BERBAYAR, INFO KOS, DLL";"Punten, mau nanya dong semuanya. Misalkan ada kegiatan seperti sosialisasi beasiswa, dengan mempertimbangkan jadwal kuliah di IPB, kalian kebanyakan available di pagi, siang, atau sore?  Mohon bantuannya ya";neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;;https://twitter.com/ipb_menfess/status/1912750391734780031;No. 1 Autobase Mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS AND RULES CHECK LINKTREE https://t.co/YLyDte6Q4b;;;;;no-take-out;;;
"1,88E+18";03/01/2025 17.00.14;social_media;twitter;status;talk;keyword;IPB;IPB;"1,28E+18";ipb_menfess;Draft IPB;"Punten, mending ikut BEM KM IPB tahun keberapa yaa? Sender angt 61 tapi masih ragu";neutral;https://pbs.twimg.com/profile_images/1523647646929686529/psTcDFFW_normal.jpg;;https://twitter.com/ipb_menfess/status/1875119973942583769;No. 1 Autobase Mahasiswa IPB âœ¨ 2nd acc: @ipb_fess â€¢ PP/MEDPART? reach us at @PengawasUTSðŸŒ» âš˜ KIRIM MENFESS AND RULES CHECK LINKTREE https://t.co/YLyDte6Q4b;;;;;no-take-out;;;
"1,91E+18";27/03/2025 10.14.17;social_media;twitter;status;talk;keyword;IPB;IPB;"1,90E+18";sabiruraa;sabiru;pusat utbk IPB masih available gak si gess;neutral;https://pbs.twimg.com/profile_images/1896956470987735040/43zYsplz_normal.jpg;;https://twitter.com/sabiruraa/status/1905096007492554793;;;;;;no-take-out;;;
"1,85E+18";30/10/2024 14.21.08;social_media;twitter;status;talk;keyword;IPB;IPB;118971426;korpusIPB;Koran Kampus IPB;"Raih Dua Medali di Pimnas 37, Inilah Perjuangan Tim Dewa Fahtiar Harumkan IPB University Melalui Riset Bertemakan â€˜AI Generative Designâ€™ https://t.co/AOdLhQUSq6";positive;https://pbs.twimg.com/profile_images/1079956698704502785/NuhrBH7r_normal.jpg;nan;https://twitter.com/korpusIPB/status/1851524722670120982;Lembaga Pers Mahasiswa IPB â€”  ðŸ“ž +62 897-5895-698 (Sayo Nicky S)  âœ‰ korankampusipb@apps.ipb.ac.id  ðŸ’¼ marcomm.korpusipb@gmail.com;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,92E+18";19/05/2025 16.34.39;social_media;twitter;status;talk;keyword;IPB;IPB;"1,74E+18";rtxmdn;xioyan25;"rataÂ² alumninya kerja di bank, kata temen ku gak ada pendirian. Kuliahnya jurusan pertanian, tapi pas lulus kerjanya di bank. Yah... sebenarnya terserah gak sih? yang penting kerjanya layak gitu. IPB= Institut Perbankan Bogor";negative;https://pbs.twimg.com/profile_images/1789557722272468992/Iry37Xpx_normal.jpg;;https://twitter.com/rtxmdn/status/1924398285034532896;;;;;;no-take-out;;;
"1,90E+18";11/03/2025 15.26.59;social_media;twitter;status;talk;keyword;IPB;IPB;"1,88E+18";tellmesecret_;HeyAmMore;"rata-rata 86,7. pil 1 tekpang IPB pil 2 kedokteran hewan IPB sekolah gamasuk top 1000 dan ga ada mapel kimiaðŸ˜ðŸ˜ðŸ˜";neutral;https://pbs.twimg.com/profile_images/1879093082186207232/tlXix177_normal.jpg;;https://twitter.com/tellmesecret_/status/1899376492947357948;ðŸ˜¢;;;;;no-take-out;;;
"1,93E+18";30/05/2025 20.56.33;social_media;twitter;status;talk;keyword;IPB;IPB;"1,31E+18";ghefzka;gee;rata-rata rapor 90 mau ikut SM-IPB eligible ambil prodi agribisnis aman ga ya?  atau ada prodi lain yang lebih aman? sarannyaa kakak kakakk;neutral;https://pbs.twimg.com/profile_images/1748647672582737920/8JjzVEtg_normal.jpg;;https://twitter.com/ghefzka/status/1928450461926916388;;;;;;no-take-out;;;
"1,87E+18";06/12/2024 20.02.09;social_media;twitter;status;talk;keyword;IPB;IPB;"1,72E+18";eunwooipb;arcel ðŸ¾;rate UAS AKN IPB smstr 1 (as anak yang ga belajar-belajar amat);neutral;https://pbs.twimg.com/profile_images/1863982413615157248/HMLaiBXx_normal.jpg;nan;https://twitter.com/eunwooipb/status/1865018895222083792;college n sambat;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,81E+18";14/07/2024 09.06.25;social_media;twitter;status;talk;keyword;IPB;IPB;"1,29E+18";patheiic;elmooo;Rating smt 1 matkul MNI SV IPB (MNI Only) ðŸ’ Simak ya sobat industrial 61 ðŸ˜‹;neutral;https://pbs.twimg.com/profile_images/1648968287731208192/4A8xp3lu_normal.jpg;nan;https://twitter.com/patheiic/status/1812307632000249901;"Long story short, I survived.";nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,83E+18";30/08/2024 13.56.18;social_media;twitter;status;talk;keyword;IPB;IPB;"1,27E+18";aksyojmoon;inii icell ðŸ˜‹;Refill air di ipb dalam perbaikan ðŸ’”ðŸ’”ðŸ’”;neutral;https://pbs.twimg.com/profile_images/1820287625376198656/z9StCdeg_normal.jpg;nan;https://twitter.com/aksyojmoon/status/1829412815901225360;gm ipb61;nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,87E+18";20/12/2024 01.36.25;social_media;twitter;status;talk;keyword;IPB;IPB;"1,65E+18";cldniths;miko;Rekayasa pangan. Rekayasa pangan. SEJAK KAPAN IPB ADA REKAYASA PANGAN?!! https://t.co/pNwVE4QSKA;neutral;https://pbs.twimg.com/profile_images/1798675223593832449/RQlasVqm_normal.jpg;nan;https://twitter.com/cldniths/status/1869814056674287876;"Im all about you, 127";nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,81E+18";11/07/2024 16.49.37;social_media;twitter;status;talk;keyword;IPB;IPB;"1,25E+18";pegangiman;geeek;"rekomen rok A line, training polos, dan sabuk ospek ipb dong ðŸ˜­";neutral;https://pbs.twimg.com/profile_images/1784562047667347456/v9uGXG2l_normal.jpg;nan;https://twitter.com/pegangiman/status/1811337035795632454;may the force be with you.;nan;nan;nan;nan;no-take-out;nan;nan;nan
Ugw5PXIOlkLlKsFxzoh4AaABAg;09/08/2024 22.17.19;social_media;youtube;comment;talk;account;IPB TV;UC5tlNLMFpmrY2zUvQSQS-lw;UCOGBDcTenI9kclBrQOWGKnw;@fidhasyahilla5844;@fidhasyahilla5844;REKOR DUNIA NIH BOS;positive;nan;nan;https://www.youtube.com/watch?v=h2ElIw8WhDw;nan;h2ElIw8WhDw;UC5tlNLMFpmrY2zUvQSQS-lw;nan;nan;no-take-out;h2ElIw8WhDw;"Jumâ€™at, 9 Agustus 2024, 4.050 mahasiswa IPB University Angkatan 61 (Narapati Bimantara) memecahkan rekor dunia dengan membuat 76 formasi 3D. Pemecahan rekor dunia bertajuk â€œThe Dynamic Human 3D Interactive Motion Kaleidoscope Formationâ€ ini berlangsung dalam rangkaian kegiatan Masa Pengenalan Kampus Mahasiswa Baru (MPKMB) Tahun 2024. Mahasiswa membuat formasi 3D interaktif dengan menggunakan media berupa notebook yang menceritakan perjalanan IPB University melalui logo, teks, dan kaleidoskop. Rekor ini dicatat oleh Record Holders Republic (RHR). Rektor IPB University, Prof. Dr. Arif Satria menyampaikan apresiasinya kepada seluruh mahasiswa yang berpartisipasi atas pemecahan rekor ini, baik sebagai peserta maupun panitia MPKMB.";https://www.youtube.com/watch?v=h2ElIw8WhDw
UgzToCVQl0-kpwif5UN4AaABAg;09/08/2024 21.56.08;social_media;youtube;comment;talk;account;IPB TV;UC5tlNLMFpmrY2zUvQSQS-lw;UC1cO4u4WxCCofOSZuBBU5Dg;@yulikomara8952;@yulikomara8952;REKORRR DUNIAAA;positive;nan;nan;https://www.youtube.com/watch?v=h2ElIw8WhDw;nan;h2ElIw8WhDw;UC5tlNLMFpmrY2zUvQSQS-lw;nan;nan;no-take-out;h2ElIw8WhDw;"Jumâ€™at, 9 Agustus 2024, 4.050 mahasiswa IPB University Angkatan 61 (Narapati Bimantara) memecahkan rekor dunia dengan membuat 76 formasi 3D. Pemecahan rekor dunia bertajuk â€œThe Dynamic Human 3D Interactive Motion Kaleidoscope Formationâ€ ini berlangsung dalam rangkaian kegiatan Masa Pengenalan Kampus Mahasiswa Baru (MPKMB) Tahun 2024. Mahasiswa membuat formasi 3D interaktif dengan menggunakan media berupa notebook yang menceritakan perjalanan IPB University melalui logo, teks, dan kaleidoskop. Rekor ini dicatat oleh Record Holders Republic (RHR). Rektor IPB University, Prof. Dr. Arif Satria menyampaikan apresiasinya kepada seluruh mahasiswa yang berpartisipasi atas pemecahan rekor ini, baik sebagai peserta maupun panitia MPKMB.";https://www.youtube.com/watch?v=h2ElIw8WhDw
"1,92E+18";11/05/2025 15.06.02;social_media;twitter;status;talk;keyword;IPB;IPB;17128975;CNNIndonesia;CNN Indonesia;"Rektor IPB Apresiasi Bulog di HUT Ke-58, Serap Gabah Petani Sesuai HPP #Ad https://t.co/o6RGaBoLCM";positive ;https://pbs.twimg.com/profile_images/669793728970682369/CaHHKPMc_normal.png;;https://twitter.com/CNNIndonesia/status/1921476879510560812;News We Can Trust. redaksi@cnnindonesia.com | Download app: https://t.co/HmGpONJz9c & https://t.co/5TVZnQYwDM;;;;;no-take-out;;;
"1,90E+18";14/03/2025 06.10.00;social_media;twitter;status;talk;keyword;IPB;IPB;69183155;detikcom;detikcom;"Rektor IPB ini sebut Presiden Prabowo sempat singgung anggapan Indonesia gelap. Namun, Prabowo beri pesan optimis ke para rektor kalau Indonesia berada di situasi yang baik dari negara maju lainnya. https://t.co/TNzLY68yxd";neutral;https://pbs.twimg.com/profile_images/1888546820974051328/tnM9DhBs_normal.jpg;;https://twitter.com/detikcom/status/1900323487555743851;Media online nomor 1 di Indonesia | Hadir untuk memberikan validasi & referensi informasi Anda. Kunjungi: https://t.co/qldGGYFcFu;;;;;no-take-out;;;
"1,90E+18";14/03/2025 09.00.00;social_media;twitter;status;talk;keyword;IPB;IPB;4187275698;TirtoID;tirtoid;Rektor IPB Keluhkan Dana Riset yang Kecil Kepada Prabowo  https://t.co/qWFWpRXVE0;neutral;https://pbs.twimg.com/profile_images/1722202095191994368/4J7avgJh_normal.jpg;;https://twitter.com/TirtoID/status/1900366268999385517;Ada berita. Ada data. Ada infografik dengan gaya.;;;;;no-take-out;;;
"1,87E+18";01/01/2025 09.16.07;social_media;twitter;status;talk;keyword;IPB;IPB;18133368;Ijey;Meizar;Rektor IPB kok diminta ngomongin hutan? Ngomongin perbankan atuh.;neutral;https://pbs.twimg.com/profile_images/1617403970468872192/sW5u50pA_normal.jpg;;https://twitter.com/Ijey/status/1874278397758808449;âœï¸ Chief Copy at @anoawords;;;;;no-take-out;;;
"1,90E+18";14/03/2025 16.55.02;social_media;twitter;status;talk;keyword;IPB;IPB;18129942;tempodotco;tempo.co;Rektor IPB Minta ke Prabowo agar Dana Riset Kampus Ditingkatkan  https://t.co/m1xI7kJO0i;neutral;https://pbs.twimg.com/profile_images/1895011381998424064/m0RPRhzr_normal.jpg;;https://twitter.com/tempodotco/status/1900485815207362935;"sejak 1971 | enak dibaca dan perlu | follow untuk berita terbaru, laporan khusus, dan penjelasan yang seru.";;;;;no-take-out;;;
"1,82E+18";07/08/2024 07.35.28;social_media;twitter;status;talk;keyword;IPB;IPB;"1,70E+18";astronotcentil;JOLEEâ¶Â¹;rektor IPB overpower bgt oiii;positive;https://pbs.twimg.com/profile_images/1743186854990807040/C_x45w8l_normal.jpg;nan;https://twitter.com/astronotcentil/status/1820982054236098874;"kuliah mahal mahal, saatnya marah marah";nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,85E+18";15/10/2024 21.07.17;social_media;twitter;status;talk;keyword;IPB;IPB;18129942;tempodotco;tempo.co;"Rektor IPB Sebut Kebutuhan Bauran Biodiesel Berpotensi Buka Lahan Sawit 9,2 Juta Hektar https://t.co/GqV9WyfJHw #TempoBisnis";neutral;https://pbs.twimg.com/profile_images/1580466468629594112/Q-zcV6aQ_normal.jpg;nan;https://twitter.com/tempodotco/status/1846191117521637827;"#BicaraFakta | Follow us for breaking news, current events, and more at https://t.co/aR6kgUM5in | Read our in-depth coverage at @temponewsroom & @korantempo";nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,88E+18";13/01/2025 22.30.58;social_media;twitter;status;talk;keyword;IPB;IPB;158297951;PRMNMataBandung;MATA BANDUNG-part of Pikiran Rakyat Media Network;Rektor IPB Sebut Kriminalisasi Saksi Ahli Ancam Penegakan Hukum https://t.co/V1Mqcntthn;neutral;https://pbs.twimg.com/profile_images/1730942494295367680/ePF0pGq-_normal.jpg;;https://twitter.com/PRMNMataBandung/status/1878827086451966382;"dari rakyat, oleh rakyat, untuk rakyat";;;;;no-take-out;;;
"1,89E+18";20/02/2025 20.52.42;social_media;twitter;status;talk;keyword;IPB;IPB;"1,67E+18";detik_edu;detikedu;"Rektor IPB University Kunjungi SMAU CT Arsa Sukoharjo, Jaring Siswa Berprestasi https://t.co/6RAhgVJmoU";positive ;https://pbs.twimg.com/profile_images/1668188583503757312/WloGgT5__normal.jpg;;https://twitter.com/detik_edu/status/1892573093085975033;"Yuk temukan informasi terbaru dan lengkap seputar dunia pendidikan. Dari mulai beasiswa, seleksi masuk perguruan tinggi, dan masih banyak lagi.";;;;;no-take-out;;;
"1,89E+18";11/02/2025 18.09.28;social_media;twitter;status;talk;keyword;IPB;IPB;18071520;antaranews;antaranews.com;Rektor IPB University Prof Arif Satria saat peresmian menjelaskan pusat riset unggulan ini menjadi wadah khusus untuk mengembangkan dan mengujicobakan protokol inovatif guna mengatasi berbagai tantangan dan kebutuhan baru MBG. https://t.co/WBI2rxR49C;positive ;https://pbs.twimg.com/profile_images/1193345348573396992/Cd3dfZfq_normal.jpg;;https://twitter.com/antaranews/status/1889270524674715834;"Informasi terkini dari ANTARA, kantor berita perjuangan Indonesia. Langgani Telegram channel https://t.co/eS0cREqbDZ.";;;;;no-take-out;;;
"1,90E+18";14/03/2025 15.30.00;social_media;twitter;status;talk;keyword;IPB;IPB;"1,01E+18";elshinta_tegal;Elshinta Tegal;Rektor IPB: Presiden terbuka kritik `Indonesia Gelap` tapi optimis https://t.co/Byj5bE2q0u https://t.co/1C0KzIb2y5;neutral;https://pbs.twimg.com/profile_images/1890235336779001859/y6TtbmsC_normal.jpg;;https://twitter.com/elshinta_tegal/status/1900464418678611972;Akun Resmi Radio Elshinta Tegal 99.9 FM | Kota Tegal | Telp: (0283) 310999 | SMS: 0811806543;;;;;no-take-out;;;
"1,90E+18";14/03/2025 09.12.54;social_media;twitter;status;talk;keyword;IPB;IPB;"1,48E+18";webelshinta;Elshinta.com;Rektor IPB: Presiden terbuka kritik `Indonesia Gelap` tapi optimis https://t.co/o9YY6b3lPN;neutral;https://pbs.twimg.com/profile_images/1783007284437893120/_E2pdOaM_normal.jpg;;https://twitter.com/webelshinta/status/1900369514283622876;News and Information Online;;;;;no-take-out;;;
"1,93E+18";28/05/2025 15.33.04;social_media;twitter;status;talk;keyword;IPB;IPB;"1,84E+18";nautiloidae;dae penangkal petir;rektorat IPB gelisah ingin menelepon IS REAL GUYS.;negative;https://pbs.twimg.com/profile_images/1879720000061382656/yauyUw_6_normal.jpg;;https://twitter.com/nautiloidae/status/1927644279687495996;vending machine;;;;;no-take-out;;;
"1,93E+18";24/05/2025 07.24.34;social_media;twitter;status;talk;keyword;IPB;IPB;"1,57E+18";negeribadjingan;Rojali WiFi CFXX;Rektorat IPB itu ibarat perbatasan.  ke arah timur (Fateta-FEM lama-Faperta-FMIPA) itu peradaban modern  ke arah barat (FEM-Fapet-FPIK-FKH) literally wild west penuh dengan uler;negative;https://pbs.twimg.com/profile_images/1768206604208680960/8Fm6dY3B_normal.jpg;;https://twitter.com/negeribadjingan/status/1926071792570970607;"ã…¤ã…¤( casa di eivi ) â€”Â·Â· if youre from the military or the police, youre talking to a subaru performance transmissionâ„¢";;;;;no-take-out;;;
"1,90E+18";20/03/2025 08.56.33;social_media;twitter;status;talk;keyword;IPB;IPB;"1,18E+18";ewjangg;jaa;Rektorat IPB masih ngurusin peringkat PT disaat negara lg gk baik2 aj;negative;https://pbs.twimg.com/profile_images/1723614341646499840/R3NNxhVu_normal.jpg;;https://twitter.com/ewjangg/status/1902539728819454245;ðŸ“·âœŒï¸ https://t.co/aYQLy98xdq;;;;;no-take-out;;;
"1,79E+16";14/10/2024 16.22.29;social_media;instagram;comment;talk;account;ipbofficial;1818662133;44794055064;rrsydqq;rrsydqq;RELA SEMIGAP DEMI IPBðŸ’¥ðŸ”¥;positive;https://scontent-lax3-1.cdninstagram.com/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?stp=dst-jpg_e0_s150x150&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=1&_nc_ohc=Ld2qognnbzEQ7kNvgEXOFf4&_nc_gid=38e91b5238e54495a2f83198b1e1d18a&edm=AEsR1pMBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.3-ccb7-5&oh=00_AYDPa-YLMi9l9x_K0CjuSOIRsy1jf2_7NUCuq8y2rCiU8w&oe=67134E4F&_nc_sid=e2f88a;nan;https://www.instagram.com/p/DBGSZeNTV9R/17931681689929368;nan;"3,48E+18";nan;nan;nan;no-take-out;"3,48E+18";"#PrestasiIPB  Dalam rangka mencapai cita-cita tertinggi, kontribusi pasti mengalir tanpa henti  Kami ucapkan terima kasih atas perjuangan seluruh pihak Jayalah kampusku, IPB Digdaya!  #IPBUniversity #IPBNesian #KampusTerbaik #KampusMerdeka";https://www.instagram.com/p/DBGSZeNTV9R/
"1,88E+18";23/01/2025 19.07.15;social_media;twitter;status;talk;keyword;IPB;IPB;"1,72E+18";EICom2023;editorindonesiaofficial;"Rencana Impor Sapi dari Negara Terpapar PMK, Guru Besar IPB Ungkap Risiko Bagi Indonesia https://t.co/ZU27yXgSJ4";neutral;https://pbs.twimg.com/profile_images/1722629130418790401/Zeh_88TR_normal.jpg;;https://twitter.com/EICom2023/status/1882399697153015848;Dari Indonesia Untuk Dunia;;;;;no-take-out;;;
"1,84E+18";22/09/2024 15.16.17;social_media;twitter;status;talk;keyword;IPB;IPB;"1,31E+18";jichaddan;day;Repository ipb emg lagi down kah?;negative;https://pbs.twimg.com/profile_images/1741143426660495360/AoeQrsPI_normal.jpg;nan;https://twitter.com/jichaddan/status/1837767865258348884;"aku tulus, tapi ga bisa nyanyi";nan;nan;nan;nan;no-take-out;nan;nan;nan
"1,84E+18";22/09/2024 19.44.25;social_media;twitter;status;talk;keyword;IPB;IPB;"1,39E+18";juleyskz;juley;repository ipb emg lelet bgt loadingnya ap gmn;negative;https://pbs.twimg.com/profile_images/1801248362924277760/ip8fCbfg_normal.jpg;nan;https://twitter.com/juleyskz/status/1837835340662689941;"shit, this is red too.";nan;nan;nan;nan;no-take-out;nan;nan;nan
